Lemma	Mark	Nature	Description	Formes communes	Code
Epasnactus	, i	NOMpro	Auto. 	Epasnacti, Epasnactus	12
epastus	, i	ADJqua	Auto. 	epastas	2
Epeus	, i	NOMpro	Auto. 	Epeos, Epiust	12
ephebeum	, i	NOMcom	 		12
ephebus	, i	NOMcom	 	ephebus, ephebum	12
ephectos		ADJqua	 (Greek)		27
ephemeridae	, ae	NOMcom	 	ephemeridas	11
ephemeris	, dis	NOMcom	 (Greek)	ephemeridas, ephemeridem	17
Ephesii	, i	NOMpro	 		12
Ephesius	, a, um	ADJqua	 		21
Ephesus		NOMpro	 également Nom. EPHESOS (Greek)		17
ephippiatus	, a, um	ADJqua	 	ephippiatorum	21
ephippium	, i	NOMcom	 	ephippia, ephippiis	12
ephorus	, i	NOMcom	Auto. 	Ephorum, ephorum	12
Ephyraeus		ADJqua	Auto. 	Ephyraeae, Ephyreia	2
Ephyre		NOMpro	Auto. (Greek)	Ephyre, Ephyren	17
Ephyreiacus		ADJqua	Auto. 	Ephyreiacum	2
epibata	, ae	NOMcom	 	epibatis, epibatarum	11
epibathra		NOMcom	 (Greek)		17
Epicharis		NOMpro	Auto. (Greek)	Epicharis, Epicharin	17
Epicharnus	, i	NOMpro	Auto. 	Epicharmi	12
Epicrates		NOMpro	 (Greek)		17
Epicurei	, i	NOMpro	Auto. 	Epicureorum, Epicureis	12
Epicureus		ADJqua	Auto. 	Epicureum, Epicureus	2
Epicurus	, i	NOMpro	 		12
Epidamnus	, i	NOMpro	Auto. 	Epidamni	12
Epidaphnes	, ae	NOMpro	Auto. 	Epidaphnae	11
Epidaurius		ADJqua	Auto. 	Epidaurius, Epidauri	2
Epidaurum	, i	NOMpro	Auto. 	Epidauro, Epidaurum	12
Epidaurus	, i	NOMpro	Auto. 	Epidaurum, Epidaurus	12
Epidicus	, i	NOMpro	Auto. 	Epidice, Epidicus	12
epidimoeros		ADJqua	 (Greek)		27
epidipnis	, dis	NOMcom	Auto. 	epidipnis	13
epidromus	, i	NOMcom	 	epidromum	12
Epigoni	, i	NOMpro	Auto. 	Epigonos	12
Epigonus	, i	NOMpro	Auto. 	Epigoni, Epigono	12
epigramma	, tis	NOMcom	 (Greek)	epigramma, epigrammata	17
epigrus	, i	NOMcom	 	epigros	12
epilogus	, i	NOMcom	Auto. 	epilogos	12
Epimachus	, i	NOMpro	Auto. 	Epimacho	12
Epimenes		NOMpro	Auto. (Greek)	Epimenes	17
epimenius	, a, um	ADJqua	 	epimenia	21
epipemptos		ADJqua	 (Greek)		27
Epiphanes		NOMpro	Auto. (Greek)	Epiphanes	17
Epirenses		NOMpro	Auto. 	Apirensium	13
epirhedium	, i	NOMcom	 	epiraedia	12
Epirus		NOMpro	 (Plus souvent Nom. EPIROS) (Greek)		17
episcaenos		NOMcom	 (Greek)		17
episcopus	, i	NOMcom	 		12
epistates		NOMcom	 (Greek)	epistatae	17
epistola	, ae	NOMcom	 	epistula, epistulam	11
epistolium	, i	NOMcom	 	epistolium	12
epistomium	, i	NOMcom	 	epitonia	12
epistylium	, i	NOMcom	 		12
epitonium	, i	NOMcom	 		12
epitoxis	, dis	NOMcom	 (Greek)		17
epitritos	, i	ADJqua	 (Greek)		27
epityrum	, i	NOMcom	 	epityrum	12
epizygis		NOMcom	 (Greek)		17
Epona	, ae	NOMpro	Auto. 	Eponam	11
Eporedia	, ae	NOMpro	Auto. 	Eporediam	11
Eporedorix	, Eporedorigis	NOMpro	Auto. 	Eporedorix, Eporedorigis	13
epos		NOMcom	 (Greek)	epos	17
epoto	, as, are	VER	 	epotis, epotas	51
Eppia	, ae	NOMpro	Auto. 	Eppia	11
Eppius	, i	NOMpro	Auto. 	Eppi, Eppio	12
Epponina	, ae	NOMpro	Auto. 	Epponinae	11
Eprius	, i	NOMpro	Auto. 	Eprium, Eprio	12
epulae	, ae	NOMcom	 	epulas, epulis	11
epularis	, is	ADJqua	Auto. 	epularem	2
epulatio	, nis	NOMcom	Auto. 	epulatione	13
epulo	, Epulonis	NOMcom	Auto. 	Epulonem, epulonum	13
epulo1		NOMcom	Auto. 	epulones	13
epulor	, aris	VER	 	epulanti, epulatus	5J
epulum	, i	NOMcom	 	epulum, epulo	12
Epytides		NOMpro	Auto. (Greek)	Epytiden, Epytides	17
Epytus	, i	NOMpro	Auto. 	Epytus	12
equa	, ae	NOMcom	 	equae, equarum	11
eques	, itis	NOMcom	 	equites, equitum	13
equester	, ris	ADJqua	 	equestri, equestris	23
equestria	, s	NOMcom	 Sièges des chevaliers 	equestria, equestribus	13
equidem		ADV	 	equidem	60
equile	, is	NOMcom	 	equile	13
equinus	, a, um	ADJqua	 	equino, equina	21
Equirria		NOMpro	Auto. 	Equirria	16
equitabilis	, is	ADJqua	 	equitabilis	24
equitatus1	, us	NOMcom	 (de EQVES) 	equitatu, equitatus	14
equitatus2	, us	NOMcom	 (de EQVIO) 		14
equito	, are	VER	 	equitare, equitauit	51
equor		VER	 	sequantur	5L
equuleus	, i	NOMcom	 	eculeo, eculeum	12
equus	, i	NOMcom	 	equos, equis	12
eradico	, as, are	VER	Auto. 	eradicatus, eradicabam	51
erado		VER	 	eradat, eradet	53
eranus	, i	NOMcom	Auto. 	eranum	12
Erasinus	, i	NOMpro	Auto. 	Erasini	12
Erato		NOMpro	Auto. (Greek)	Erato	17
Eratosthenes	, Eratosthenis	NOMpro	Auto. 	Eratostheni	13
erceo		VER	 (Uniquement en Composition) 		52
Erebeus		ADJqua	Auto. 	Erebeae	2
Erebus	, i	NOMpro	Auto. 	Erebi, Erebo	12
Erechtheus	, i	NOMpro	Auto. 	Erechthei, Erecthei	12
Erechthis		NOMpro	Auto. (Greek)	Erecthida	17
Erectheus		ADJqua	Auto. 	Erecthea	2
erectio	, nis	NOMcom	 		13
erectus	, a, um	ADJqua	 =RECTVS (propre); ALT VS, SVBLIMIS (Fig.) 	erectum, erectus	21
erepo	, is	VER	 	erepentium, erepsissent	53
ereptio	, nis	NOMcom	 	ereptionem	13
ereptor	, is	NOMcom	 	ereptor, ereptorem	13
Eretrici	, i	NOMpro	Auto. 	Eretrici	12
Eretum	, i	NOMpro	Auto. 	Ereti	12
erga		PRE	 	erga	70
Ergasilus	, i	NOMpro	Auto. 	Ergasile, Ergasilus	12
ergastulum	, i	NOMcom	 	ergastula, ergastulum	12
ergata	, ae	NOMcom	 		11
Ergenna	, ae	NOMpro	Auto. 	Ergenna	11
ergo1		PRE	 	ergo	70
ergo2		CONcoo	 	ergo, ergost	81
Erices	, Ericis	NOMpro	Auto. (Greek)	Erice, Ericen	17
Erichaetes		NOMpro	Auto. (Greek)	Erichaeten	17
Erichthonius		ADJqua	Auto. 	Erichthonius, Ericthonius	2
ericius	, i	NOMcom	 	ericius, ericio	12
Ericthonius	, i	NOMpro	Auto. 	Ericthonius	12
Eridanus	, i	NOMpro	Auto. 	Eridanus, Eridani	12
erigo	, is, ere	VER	 	erexit, erigit	53
Erigone		NOMpro	Auto. (Greek)	Erigone, Erigonen	17
Erigoneius		ADJqua	Auto. 	Erigoneius	2
Erigyius	, i	NOMpro	Auto. 	Erigyius, Erigyium	12
Erillus	, i	NOMpro	Auto. 	Erilli	12
Erindes		NOMpro	Auto. (Greek)	Erinden	17
Erinnyes		NOMpro	Auto. 	Erinyes	13
Erinnys		NOMpro	Auto. (Greek)	Erinys, Erinyes	17
Eriphyla	, ae	NOMpro	 		11
Eriphyle		NOMpro	Auto. (Greek)	Eriphylen	17
eripio	, is, ere	VER	 	eripuit, erepta	55
erisma	, e	NOMcom	 		16
erneum	, i	NOMcom	 	erneum	12
erodo		VER	 	erosit	53
erogatio	, nis	NOMcom	 	erogationes, erogatio	13
erogito	, are	VER	Auto. 	erogitare	51
erogo	, are	VER	 	erogata, erogare	51
eromenion		NOMcom	 (Greek)	eromenion	17
Eros2		NOMpro	 =Vir (Greek)		17
Eros	, Erotis	NOMpro	Auto. 	Erote	13
errabundus	, a, um	ADJqua	 	errabunda, errabundae	21
erraticus	, a, um	ADJqua	 	erraticam, erratico	21
erratio	, nis	NOMcom	 		13
erratum	, i	NOMcom	 	erratum, errato	12
erro1	, nis	NOMcom	 	erro, erronem	13
erro2	, as, are	VER	 (pas de Sous-lemme ERRANS) 	errat, errare	51
error	, is	NOMcom	 	error, errore	13
Ersilaus	, i	NOMpro	Auto. 	Ersilaum	12
erubeo		VER	 		52
erubesco	, is, ere	VER	 (Parfait-RVBVI) 	erubuit, erubuisse	53
eruca	, ae	NOMcom	 	erucas, erucis	11
Erucius	, i	NOMpro	Auto. 	Eruci, Erucius	12
eructo	, as	VER	 	eructans, eructat	51
erudero	, as, are	VER	 		51
erudio	, is, ire	VER	 	eruditus, erudiri	54
erudite		ADV	Auto. 	eruditissime, eruditius	6
eruditi	, i	NOMcom	 (Sous-entendu HOMINES) 	eruditorum, eruditis	12
eruditio	, nis	NOMcom	 	eruditione, eruditionis	13
eruditulus	, a, um	ADJqua	 	erudituli	21
eruditus	, a, um	ADJqua	 =INSTITVTVS, DOCTVS 	eruditus, eruditum	21
eruilia	, ae	NOMcom	Auto. 	eruilia	11
erumpo	, is, ere	VER	 	erumpere, erupit	53
erunco	, as, are	VER	 	eruncari	51
eruo	, is, ere	VER	 	eruta, eruere	53
eruptio	, nis	NOMcom	 	eruptione, eruptionem	13
eruum	, i	NOMcom	 	eruo, eruum	12
Erycina	, ae	NOMpro	Auto. 	Erycina	11
Erycinus	, a, um	ADJqua	 		21
Erycus	, i	NOMpro	 		12
Erylus	, i	NOMpro	Auto. 	Erylum	12
Erymanthius	, a, um	ADJqua	 		21
Erymanthus	, i	NOMpro	Auto. 	Erymanthi, Erymantho	12
Erymas		NOMpro	Auto. (Greek)	Erymanta	17
Erythea	, ae	NOMpro	Auto. 	Erythea	11
Erytheis		ADJqua	Auto. 	Erytheidas, Erytheida	2
erythinus	, i	NOMcom	Auto. 	erythinus	12
Erythrae	, ae	NOMpro	 		11
Erythraeus		ADJqua	Auto. 	Erythraeo	2
Erythrus	, i	NOMpro	Auto. 	Erythro, Erythri	12
Eryx	, Erycis	NOMpro	Auto. 	Eryx, Erycis	13
esca	, ae	NOMcom	 	esca, escam	11
escarius	, a, um	ADJqua	 	escaria	21
escendo	, is, ere	VER	 	escendere, escenderent	53
escensio	, nis	NOMcom	 	escensione	13
escensus	, us	NOMcom	 	escensu	14
eschara	, e	NOMcom	 (Greek)		17
esculentus	, i	ADJqua	Auto. 	esculentis	2
esito	, as	VER	 	essitarit, essitas	51
Esquiliae	, ae	NOMpro	 		11
Esquilinus	, a, um	ADJqua	 		21
Esquilius		ADJqua	Auto. 	Esquilio	2
esseda	, ae	NOMcom	 	essedas	11
essedarius1	, i	NOMcom	 	essedario, essedarii	12
essedarius2	, a, um	ADJqua	 	essedariam	21
essedum	, i	NOMcom	 	esseda, essedis	12
essentia	, ae	NOMcom	 	essentiam	11
Essubii	, i	NOMpro	Auto. 	Essuuios	12
esurialis	, is	ADJqua	Auto. 	essurialis	2
esurio1		NOMcom	 		13
esurio2	, is, ire	VER	 	esuriens, esurienti	54
esuritio	, nis	NOMcom	 	esuritionum, esuritione	13
et1		ADV	 	et	60
et2		CONcoo	 	et	81
etenim		CONcoo	 	etenim	81
Eteocles		NOMpro	Auto. (Greek)	Eteocles	17
etesiae	, ae	NOMcom	 	etesiis, etesiarum	11
etesius	, a, um	ADJqua	 	etesia, etesiae	21
ethologia	, e	NOMcom	 (Greek)	ethologian	17
Ethymantus	, i	NOMpro	Auto. 	Ethymantus	12
etiam		ADV	 	etiam, etiamnest	60
etiamnunc		ADV	 (forme en 1 ou 2 mots) 	etiamnunc, etiamnum	60
etiamsi		CONsub	 (forme en 1 ou 2 mots) 	etiamsi	82
etiamtum		ADV	 (forme en 1 ou 2 mots) 	etiamtum	60
etiamtunc		ADV	 (forme en 1 ou 2 mots) 	etiamtunc, etiamtum	60
Etruria	, ae	NOMpro	 		11
Etrusci	, i	NOMpro	 		12
Etruscus	, a, um	ADJqua	 		21
etsi1		CONcoo	 	etsi	81
etsi2		CONsub	 	etsi	82
eu		INJ	 	eu	90
Euadne		NOMpro	Auto. (Greek)	Euadne, Euadnen	17
euado2	, is, ere	VER	 	euadere, euasit	53
euagatio		NOMcom	 	euagatio	13
euagor2	, ari	VER	 	euagari, euagata	5J
eualesco	, is	VER	 	eualuit, eualuere	53
Euan		NOMpro	Auto. 	Euan	13
Euander	, i	NOMpro	 		12
Euandrius		ADJqua	Auto. 	Euandrius	2
euanesco	, is, ere	VER	 (Parfait EVANVI) 	euanuit, euanescere	53
euanidus	, a, um	ADJqua	 	euanidus, euanidum	21
euans		NOMcom	 	euhantis, euantis	13
Euanthe		NOMpro	Auto. (Greek)	Euanthe	17
Euanthes		NOMpro	Auto. (Greek)	Euanthen	17
euax		INJ	Auto. 	euax	9
Euboea	, ae	NOMpro	Auto. 	Euboea, Euboeam	11
Euboicus		ADJqua	Auto. 	Euboico, Euboicae	2
Eubulida	, ae	NOMpro	 		11
Eubulidas		NOMpro	 (Greek)		17
Eucaerus	, i	NOMpro	Auto. 	Eucaerus	12
Euchadia	, ae	NOMpro	Auto. 	Euchadiae	11
Euclion	, Euclionis	NOMpro	Auto. 	Euclio, Euclionis	13
Euctemon		NOMpro	Auto. (Greek)	Euctemon	17
Eudaemon	, Eudaemonis	NOMpro	Auto. 	Eudaemonem	13
Eudemus	, i	NOMpro	Auto. 	Eudemus, Eudemi	12
Eudoses		NOMpro	Auto. 	Eudoses	13
Eudoxus		NOMpro	Auto. (Greek)	Eudoxos	17
euectio	, nis	NOMcom	 	euectionem	13
euecto	, as, are	VER	 (pas de Temps Primitifs) 		51
euectus	, us	NOMcom	 		14
eueho	, is, ere	VER	 (pas de Sous-lemme) 	euecta, euexit	53
euello	, ere	VER	 	euellere, euelli	53
euenio	, is, ire	VER	 	euenit, eueniat	54
euentum	, i	NOMcom	 Lemme spécial dans Forcellini 	euenta, euentis	12
euentura	, i	NOMcom	 =FVTVRA 	euentura	12
euentus	, us	NOMcom	 	euentu, euentus	14
Euenus	, i	NOMpro	Auto. 	Eueno, Euenos	12
euerbero2	, as	VER	 	euerberat, euerberarentur	51
Euergetae	, ae	NOMpro	Auto. 	Euergetas, Euergetarum	11
euerriculum	, i	NOMcom	 	euerriculum	12
euerro	, ere	VER	 	euerrendam, euerrere	53
euersio	, nis	NOMcom	 	euersionem, euersione	13
euersor	, is	NOMcom	 	euersor, euersorem	13
euerto	, is, ere	VER	 (pas de Sous-lemme) 	euersa, euertere	53
Euganei	, i	NOMpro	 		12
Euganeus		ADJqua	Auto. 	Euganea	2
euge		INJ	 	eugae, euge	90
eugeneus	, a, um	ADJqua	 	eugeneum	21
eugepae		INJ	Auto. 	eugepae	9
Euhenus	, i	NOMpro	Auto. 	Euhenus	12
euhius	, i	NOMcom	Auto. 	Euhius, Euhium	12
Euhyas		NOMpro	Auto. (Greek)	Euhias	17
euhyius		NOMcom	 (Greek)		17
euidens	, tis	ADJqua	 	euidentis, euidentem	25
euidentia	, ae	NOMcom	 		11
euigilo	, as, are	VER	 	euigilo, euigilaueram	51
euilesco		VER	Auto. 	euiluissent	53
euincio		VER	 	euinctus, euinctum	54
euinco	, is, ere	VER	 	euicta, euictus	53
euiro	, as, are	VER	 	euirastis	51
euiscero	, as	VER	Auto. 	euiscerat, euisceratus	51
euitabilis		ADJqua	 		24
euito	, as, are	VER	 	euitare, euita	51
Eumedes		NOMpro	Auto. (Greek)	Eumedes	17
Eumelus	, i	NOMpro	Auto. 	Eumelus	12
Eumenes	, Eumenis	NOMpro	Auto. 	Eumeni, Eumenen	13
Eumenidas		NOMpro	 (Greek)		17
Eumenides		NOMpro	Auto. 	Eumenidum, Eumenides	13
Eumolpidae	, ae	NOMpro	Auto. 	Eumolpidarum	11
Eumolpus	, i	NOMpro	Auto. 	Eumolpus, Eumolpi	12
Eunaeus	, i	NOMpro	Auto. 	Eunaeum	12
Eunomia	, ae	NOMpro	Auto. 	Eunomia	11
Eunones	, Eunonis	NOMpro	Auto. 	Eunonen, Eunones	13
eunuchus	, i	NOMcom	 	eunuchum, eunuchi	12
euocati	, i	NOMcom	 Les Vétérans 	euocatis, euocatos	12
euocatio		NOMcom	 	euocatio	13
euocator	, is	NOMcom	 	euocatorem	13
euocatus	, a, um	ADJqua	 	euocatus, euocato	21
euoco	, as, are	VER	 	euocat, euocare	51
Euodus	, i	NOMpro	Auto. 	Euodus	12
euoe		INJ	 	euhoe	90
euolo2	, as, are	VER	 	euolat, euolauerunt	51
euoluo	, is, ere	VER	 	euoluere, euoluit	53
euomo	, is, ere	VER	 	euomere, euomentis	53
Eupholius	, i	NOMpro	Auto. 	Eupholio	12
Euphranor	, Euphranoris	NOMpro	 	Euphranor, Euphranorem	13
Euphrates	, Euphratis	NOMpro	Auto. (Greek)	Euphraten, Euphrates	17
Euphrosyne	, Euphrosynis	NOMpro	Auto. 	Euphrosynem	13
Eupolemus	, i	NOMpro	 		12
Eupolis	, Eupolidis	NOMpro	Auto. 	Eupolis, Eupolide	13
Euripides		NOMpro	Auto. (Greek)	Euripides, Euripidis	17
euripus	, i	NOMcom	 	Euripus, euripi	12
Europa	, ae	NOMpro	 		11
Europaeus		ADJqua	Auto. 	Europaeos	2
Europe	, ae	NOMpro	Auto. 	Europen, Europae	11
Eurotas	, ae	NOMpro	Auto. 	Eurotae, Eurotan	11
eurous	, a, um	ADJqua	 	euroo	21
eurus	, i	NOMcom	 	Eurus, Euro	12
Euryalus	, i	NOMpro	Auto. 	Euryalus, Euryalum	12
Eurybates	, Eurybatis	NOMpro	Auto. (Greek)	Eurybates, Eurybati	17
Eurydamas		NOMpro	Auto. (Greek)	Eurydamas	17
Eurydice		NOMpro	Auto. (Greek)	Eurydicen, Eurydices	17
Eurylochus	, i	NOMpro	Auto. 	Eurylocho, Eurylochus	12
Eurymachus	, i	NOMpro	Auto. 	Eurymachi	12
Eurymides		NOMpro	Auto. (Greek)	Eurymides	17
Eurynome		NOMpro	Auto. (Greek)	Eurynomes, Eurynomen	17
Eurypylus	, i	NOMpro	Auto. 	Eurypylum, Eurypyli	12
Eurystheus	, i	NOMpro	Auto. 	Eurystheus, Eurysthea	12
eurythmia	, ae	NOMcom	 		11
Eurythmus	, i	NOMpro	Auto. 	Eurythmi, Eurythmus	12
Eurytides		NOMpro	Auto. (Greek)	Eurytides	17
Eurytion		NOMpro	Auto. (Greek)	Eurytion	17
Eurytis		NOMpro	Auto. (Greek)	Eurytidos	17
Eurytus	, i	NOMpro	Auto. 	Euryti, Euryto	12
eustylos	, i	ADJqua	 (Greek)		27
Euterpe		NOMpro	Auto. (Greek)	Euterpe	17
euthus		ADJqua	 (Greek)		27
euthygrammos		ADJqua	 (Greek)		27
euthymia		NOMcom	 (Greek)	euthymian	17
Euthynicus	, i	NOMpro	Auto. 	Euthynico	12
Eutrapelus	, i	NOMpro	Auto. 	Eutrapelus, Eutrapelum	12
Eutychus	, i	NOMpro	Auto. 	Eutychum, Eutychus	12
euulgo1	, as, are	VER	 	euulgari, euulgaret	51
euulsio		NOMcom	 		13
Euxenippos		NOMpro	Auto. (Greek)	Euxenippon	17
Euxinus	, i	NOMpro	Auto. 	Euxini	12
ex		PRE	 	ex, e	70
exacerbo	, are	VER	 	exacerbemur, exacerbare	51
exactio	, nis	NOMcom	 	exactio, exactionem	13
exactor	, is	NOMcom	 	exactor, exactores	13
exactus1	, us	NOMcom	 		14
exactus2	, a, um	ADJqua	 =PERFECTVS, COMPLETVS, ABSOLVTVS 	exactae, exacto	21
exacuo	, is	VER	 	exacuunt, exacuit	53
exaduersum1		ADV	 	exaduersum, exaduorsum	60
exaduersum2		PRE	 		70
exaedifico	, as, are	VER	 	exaedificari, exaedificandae	51
exaequatio	, nis	NOMcom	 		13
exaequo	, as, are	VER	 	exaequat, exaequari	51
Exaerambus	, i	NOMpro	Auto. 	Exaerambum, Exaerambo	12
exaestuo	, as, are	VER	 	exaestuat, exaestuans	51
exaggeratus	, i	ADJqua	Auto. 	exaggerata	2
exaggero1	, as, are	VER	 	exaggero, exaggeraretur	51
exagito	, as, are	VER	 	exagitat, exagitati	51
exambulo	, as, are	VER	Auto. 	exambulet	51
examen	, inis	NOMcom	 	examina, examen	13
examinatio	, nis	NOMcom	 		13
examino	, as, are	VER	 	examina, examinabo	51
examussim		ADV	Auto. 	examussim	6
exanclo	, as, are	VER	 		51
exanimalis	, is	ADJqua	Auto. 	exanimalem	2
exanimatio	, nis	NOMcom	Auto. 	exanimationes	13
exanimis	, is	ADJqua	 	exanimem, exanimis	24
exanimo	, as, are	VER	 	exanimatus, exanimata	51
exanimus	, a, um	ADJqua	 	exanimum, exanimis	21
exardeo		VER	 (pas de Parfait) 	exarsit, exarsimus	52
exardesco	, is	VER	 (Parfait EXARSI) 	exarsit, exarsere	53
exareo		VER	 	exaruisse	52
exaresco		VER	 	exaruit, exaruissent	53
exarmo	, as	VER	 	exarmat, exarmata	51
exaro	, as	VER	 	exararant, exaraui	51
exasciatus	, i	ADJqua	Auto. 	exasceato	2
exaspero	, as	VER	 	exasperet, exasperatur	51
exauctoro	, as, are	VER	 	exauctorati, exauctorari	51
exaudio	, is, ire	VER	 	exaudiri, exaudire	54
exaugeo		VER	 	exaugeat	52
exauguro	, as, are	VER	 	exaugurauit, exaugurari	51
exauspico	, as, are	VER	Auto. 	exauspicaui	51
excaeco	, as	VER	 	excaecat, excaecatus	51
excalceo		VER	 (pas de Sous-lemme) 	excalceatis, excalceantur	52
excandeo		VER	 (pas de Parfait) 		52
excandesco	, is, ere	VER	 (Parfait EXCANDVI) 	excanduit, excandescunt	53
excanto	, are	VER	 	excantare, excantata	51
excarnifico	, as, are	VER	 	excarnificati, excarnificandi	51
excatarisso	, as, are	VER	Auto. 	excatarissasti	51
excauo1	, as, are	VER	 	excauata, excauatus	51
excedo1	, is, ere	VER	 (pas de Sous-lemme) 	excessit, excedere	53
excellens	, tis	ADJqua	 =ALTVS, EMINENS (propre);PRAESTANS, INSIGNIS (Fig.) 	excellens, excellenti	25
excellenter		ADV	Auto. 	excellentius, excellenter	6
excellentia	, ae	NOMcom	 	excellentia, excellentiae	11
excellentis	, is	ADJqua	Auto. 	excellente	2
excello	, es, is, ere	VER	 	excellere, excellit	53
excelse		ADV	 	excelse	6&
excelsitas	, tis	NOMcom	 	excelsitas	13
excelsum	, i	NOMcom	 =L'Endroit élevé 	excelso, excelsum	12
excelsus	, a, um	ADJqua	 =ALTVS, SVBLIMIS (propre et Fig.) 	excelsum, excelsa	21
exceptio	, nis	NOMcom	 	exceptione, exceptio	13
exceptiuncula	, ae	NOMcom	 	exceptiunculam	11
excepto	, are	VER	 	exceptans, exceptare	51
excerno		VER	 	excerneret	53
excerpo	, ere	VER	 	excerpere, excerpe	53
excessus	, us	NOMcom	 	excessus, excessu	14
excetra	, ae	NOMcom	Auto. 	excetra	11
excidio	, nis	NOMcom	Auto. 	excidionem	13
excidium2	, i	NOMcom	 =CASVS, OCCASVS 		12
excidium1	, i	NOMcom	Auto. 	excidium, excidio	12
excidium1ruina	, i	NOMcom	 		12
excido1	, is, ere	VER	 (dérivé de CADO; pas de Supin) 	excidit, excidat	53
excido2	, ere	VER	 (dérivé de CAEDO; pas de Sous-lemme) 	excisa, excisis	53
excieo		VER	 Uniquement pour les formes de la 2ème Coni.) 		52
excio	, ire	VER	 	excita, exciti	54
excipio	, is, ere	VER	 	excepit, excipit	55
excisio	, nis	NOMcom	 	excisionem, excisio	13
excitatus	, a, um	ADJqua	 =CONCITATVS 	excitati	21
excito1	, as, are	VER	 	excitat, excitauit	51
exclamatio	, nis	NOMcom	 	exclamationes, exclamatio	13
exclamo	, as, are	VER	 	exclamat, exclamauit	51
exclaro	, as, are	VER	 		51
excludo	, is, ere	VER	 	exclusus, excludit	53
exclusio	, nis	NOMcom	 		13
exclusus	, a, um	ADJqua	 Exclus, Séparé (rare) 		21
excogito	, as, are	VER	 	excogitari, excogitat	51
excolo1	, as, are	VER	 (pas de Temps Primitifs) 		51
excolo2	, is, ere	VER	 (pas de Sous-lemme) 	exculta, excolunt	53
excoquo	, is, ere	VER	 	excoquit, excoquat	53
excors	, dis	ADJqua	 	excors, excordem	25
excrementum	, i	NOMcom	 	excremento, excrementa	12
excreo	, as	VER	 	excreat	51
excresco		VER	 	excrescebat, excretos	53
excretus	, a, um	ADJqua	 		21
excrucio	, as, are	VER	 	excruciatum, excruciat	51
excubiae	, ae	NOMcom	 	excubias, excubiis	11
excubitor	, is	NOMcom	 	excubitoribus, excubitor	13
excubitus	, us	NOMcom	 	excubitus	14
excubo	, as, are	VER	 	excubare, excubabant	51
excudo		VER	 	excudit, excudi	53
exculco	, as, are	VER	 	exculcabantur, exculcabo	51
excuratus	, i	ADJqua	Auto. 	excuratus	2
excurro	, is, ere	VER	 	excurrere, excurrit	53
excursio	, nis	NOMcom	 	excursionibus, excursiones	13
excursor	, is	NOMcom	 	excursor	13
excursus	, us	NOMcom	 	excursus, excursum	14
excusate		ADV	 	excusatius	6-
excusatio	, nis	NOMcom	 	excusationem, excusatione	13
excusatus	, a, um	ADJqua	 Justifié, Excusable 	excusatam, excusatius	21
excuso	, as, are	VER	 	excusare, excusat	51
excusse		ADV	 	excusse	60
excussus	, a, um	ADJqua	 Tendu, Déployé 	excusso, excussis	21
excutio	, is, ere	VER	 	excussit, excutere	55
exdorsuo	, as, are	VER	Auto. 	exdorsua	51
Execestus	, i	NOMpro	Auto. 	Execesti	12
exedo2	, ss, is	VER	 (pas de Sous-lemme) 	exesa, exedit	56
exedra	, ae	NOMcom	 	exedra	11
exemplar	, is	NOMcom	 	exemplar, exemplaria	13
exemplares		NOMcom	Auto. 	exemplaris	13
exemplum	, i	NOMcom	 	exemplum, exemplo	12
exemptus	, us	NOMcom	 		14
exentero	, are	VER	Auto. 	exinterare, exenterauit	51
exeo1	, is, ire	VER	 	exire, exit	56
exerceo2		VER	 		52
exerceo	, es, ere	VER	Auto. 	exercet, exercere	52
exercitate		ADV	 	exercitatius	6&
exercitatio	, nis	NOMcom	 	exercitatione, exercitatio	13
exercitatus	, a, um	ADJqua	 Versé dans 	exercitati, exercitatus	21
exercitio	, nis	NOMcom	 	exercitio	13
exercitium	, i	NOMcom	 	exercitio	12
exercito	, as, are	VER	 	exercitatus, exercitati	51
exercitus1	, us	NOMcom	 	exercitus, exercitum	14
exercitus2	, a, um	ADJqua	 =LABORIOSVS, GRAVIS 	exercitam, exercitus	21
exesor	, is	NOMcom	 	exesor	13
exfloresco	, is	VER	 	exflorescit	53
exhalo	, as, are	VER	 	exhalat, exhalare	51
exhaurio	, is, ire	VER	 	exhausta, exhausit	54
exheredo	, as, are	VER	 	exheredare, exheredatus	51
exheres	, dis	ADJqua	Auto. 	exheredem	2
exhibeo	, es, ere	VER	 	exhibere, exhibuit	52
exhilaro	, as, are	VER	 	exhilaratus, exhilarant	51
exhorreo		VER	 	exhorruistis, exhorruit	52
exhorresco		VER	 	exhorruit, exhorrescat	53
exhortatio	, nis	NOMcom	 	exhortationibus, exhortatione	13
exhorto	, as, are	VER	Auto. 	exhortauit	51
exhortor	, aris	VER	 	exhorter, exhortatus	5J
exigo	, is, ere	VER	 	exigit, exegit	53
exigue		ADV	 	exigue	60
exiguitas	, tis	NOMcom	 	exiguitas, exiguitate	13
exiguo		ADV	 		60
exiguum1	, i	NOMcom	 =PARVM (+ Génitif) 	exiguum, exiguo	12
exiguum2		ADV	 	exiguum	60
exiguus	, a, um	ADJqua	 	exiguum, exiguo	21
exilis	, is	ADJqua	 	exilis, exile	24
exilitas	, tis	NOMcom	 	exilitas, exilitatem	13
exiliter		ADV	 	exiliter	60
eximie		ADV	 	eximie	60
eximius	, a, um	ADJqua	 	eximia, eximiam	21
